gid,handle,id,remote,type,variants,vendor
gid://shopify/Product/9846592864553,torrie-peru-aluminium-nespresso-compatible-coffee-capsules-30-pods,9846592864553,False,coffee,"[{'id': 51372825510185, 'price': 3551500, 'name': 'Torrie Peru Aluminium Nespresso Compatible Coffee Capsules 30 Pods', 'public_title': None, 'sku': 'spmtsc6654'}]",Torrie
gid://shopify/Product/9846592962857,torrie-peru-aluminium-nespresso-compatible-coffee-capsules-60-pods,9846592962857,False,coffee,"[{'id': 51372825772329, 'price': 6481000, 'name': 'Torrie Peru Aluminium Nespresso Compatible Coffee Capsules 60 Pods', 'public_title': None, 'sku': 'spmtsc6655'}]",Torrie
gid://shopify/Product/9846592995625,torrie-skinny-milk-creamer-dolce-gusto-compatible-16-pods,9846592995625,False,coffee,"[{'id': 51372825968937, 'price': 2520000, 'name': 'Torrie Skinny Milk Creamer Dolce Gusto Compatible 16 Pods', 'public_title': None, 'sku': 'spmtsc6656'}]",Torrie
gid://shopify/Product/9846593061161,torrie-skinny-milk-creamer-dolce-gusto-compatible-48-pods,9846593061161,False,coffee,"[{'id': 51372826263849, 'price': 5756000, 'name': 'Torrie Skinny Milk Creamer Dolce Gusto Compatible 48 Pods', 'public_title': None, 'sku': 'spmtsc6657'}]",Torrie
gid://shopify/Product/9846593159465,torrie-skinny-milk-creamer-dolce-gusto-compatible-80-pods,9846593159465,False,coffee,"[{'id': 51372826525993, 'price': 8713000, 'name': 'Torrie Skinny Milk Creamer Dolce Gusto Compatible 80 Pods', 'public_title': None, 'sku': 'spmtsc6658'}]",Torrie
gid://shopify/Product/9846593225001,torrie-skinny-milk-creamer-nespresso-compatible-coffee-machine-pods-10-pods,9846593225001,False,coffee,"[{'id': 51372826820905, 'price': 1598500, 'name': 'Torrie Skinny Milk Creamer Nespresso Compatible Coffee Machine Pods 10 Pods', 'public_title': None, 'sku': 'spmtsc6659'}]",Torrie
gid://shopify/Product/9846593257769,torrie-uganda-nespresso-compatible-coffee-capsules-10-pods,9846593257769,False,coffee,"[{'id': 51372827017513, 'price': 1598500, 'name': 'Torrie Uganda Nespresso Compatible Coffee Capsules 10 Pods', 'public_title': None, 'sku': 'spmtsc6660'}]",Torrie
gid://shopify/Product/9846593454377,torrie-uganda-nespresso-compatible-coffee-capsules-120-pods,9846593454377,False,coffee,"[{'id': 51372827410729, 'price': 11781000, 'name': 'Torrie Uganda Nespresso Compatible Coffee Capsules 120 Pods', 'public_title': None, 'sku': 'spmtsc6661'}]",Torrie
gid://shopify/Product/9846593519913,torrie-uganda-nespresso-compatible-coffee-capsules-30-pods,9846593519913,False,coffee,"[{'id': 51372827640105, 'price': 3551500, 'name': 'Torrie Uganda Nespresso Compatible Coffee Capsules 30 Pods', 'public_title': None, 'sku': 'spmtsc6662'}]",Torrie
gid://shopify/Product/9846593585449,torrie-uganda-nespresso-compatible-coffee-capsules-60-pods,9846593585449,False,coffee,"[{'id': 51372827967785, 'price': 6201500, 'name': 'Torrie Uganda Nespresso Compatible Coffee Capsules 60 Pods', 'public_title': None, 'sku': 'spmtsc6663'}]",Torrie
gid://shopify/Product/9846593683753,torrie-variety-pack-aluminium-nespresso-compatible-coffee-pods,9846593683753,False,coffee,"[{'id': 51372828229929, 'price': 5750500, 'name': 'Torrie Variety Pack Aluminium Nespresso Compatible Coffee Pods', 'public_title': None, 'sku': 'spmtsc6664'}]",Torrie
gid://shopify/Product/9846601515305,twinings-super-blends-defence-40-g,9846601515305,False,tea,"[{'id': 51372855918889, 'price': 1392500, 'name': 'Twinings Super Blends Defence 40 g', 'public_title': None, 'sku': 'spmtsc6760'}]",Twinings
gid://shopify/Product/8391404093737,nasco-frosted-flakes-350-g,8391404093737,False,breakfast-cereals,"[{'id': 45443898736937, 'price': 311500, 'name': 'Nasco Frosted Flakes 350 g', 'public_title': None, 'sku': 'spxabc1113'}]",Nasco
gid://shopify/Product/8391403864361,grandios-pap-brown-500-g,8391403864361,False,breakfast-cereals,"[{'id': 45443898376489, 'price': 83000, 'name': 'Grandios Pap Brown 500 g', 'public_title': None, 'sku': 'spar3532'}]",Grandios
gid://shopify/Product/8391403634985,jungle-oats-oatmeal-500-g,8391403634985,False,breakfast-cereals,"[{'id': 45443897852201, 'price': 36500, 'name': 'Jungle Oats Oatmeal 500 g', 'public_title': None, 'sku': 'omkt390'}]",Jungle Oats
gid://shopify/Product/8391403405609,bubez-pap-mixed-grains-paste-vanilla-flavour-600-g-frozen,8391403405609,False,breakfast-cereals,"[{'id': 45443897458985, 'price': 88500, 'name': 'Bubez Pap Mixed Grains Paste Vanilla Flavour 600 g - Frozen', 'public_title': None, 'sku': 'sparxyz1066'}]",Bubez
gid://shopify/Product/8391402979625,chex-whole-grain-corn-cereal-340-g,8391402979625,False,breakfast-cereals,"[{'id': 45443896344873, 'price': 342000, 'name': 'Chex Whole Grain Corn Cereal 340 g', 'public_title': None, 'sku': 'spx02413'}]",Chex
gid://shopify/Product/8391402357033,alpen-swiss-style-muesli-no-added-sugar-500-g,8391402357033,False,breakfast-cereals,"[{'id': 45443891953961, 'price': 264000, 'name': 'Alpen Swiss Style Muesli No Added Sugar 500 g', 'public_title': None, 'sku': 'spmt061'}]",Alpen
gid://shopify/Product/8391402094889,malt-o-meal-cinnamon-toasters-481-g,8391402094889,False,breakfast-cereals,"[{'id': 45443891429673, 'price': 437000, 'name': 'Malt-O-Meal Cinnamon Toasters 481 g', 'public_title': None, 'sku': 'spx00635'}]",Malt O Meal
gid://shopify/Product/8391406256425,spar-fruit-muesli-fruits-nuts-500-g,8391406256425,False,breakfast-cereals,"[{'id': 45443902243113, 'price': 446500, 'name': 'Spar Fruit Muesli Fruits & Nuts 500 g', 'public_title': None, 'sku': 'sparxyz745'}]",Spar
gid://shopify/Product/8391401505065,nestle-golden-morn-puffs-multi-grain-500-g,8391401505065,False,breakfast-cereals,"[{'id': 45443889955113, 'price': 96500, 'name': 'Nestle Golden Morn Puffs Multi-Grain 500 g', 'public_title': None, 'sku': 'SPRSI381'}]",Golden Morn
gid://shopify/Product/8391401210153,kelloggs-special-k-500-g-uk,8391401210153,False,breakfast-cereals,"[{'id': 45443889463593, 'price': 1250000, 'name': ""Kellogg's Special K 500 g (UK)"", 'public_title': None, 'sku': 'Spmt961'}]",Kellogg's
gid://shopify/Product/8391401046313,quaker-white-oats-40-g,8391401046313,False,breakfast-cereals,"[{'id': 45443889266985, 'price': 13000, 'name': 'Quaker White Oats 40 g', 'public_title': None, 'sku': 'sparxyz1025'}]",Quaker
gid://shopify/Product/8391405895977,infinity-corn-flakes-1-kg,8391405895977,False,breakfast-cereals,"[{'id': 45443901489449, 'price': 538000, 'name': 'Infinity Corn Flakes 1 kg', 'public_title': None, 'sku': 'sparb1064'}]",Infinity
gid://shopify/Product/8391400489257,alpen-msli-original-625-g,8391400489257,False,breakfast-cereals,"[{'id': 45443888644393, 'price': 217000, 'name': 'Alpen Msli Original 625 g', 'public_title': None, 'sku': 'spmt062'}]",Alpen
gid://shopify/Product/8391399735593,alpen-muesli-no-added-sugar-560-g,8391399735593,False,breakfast-cereals,"[{'id': 45443887890729, 'price': 269000, 'name': 'Alpen Muesli No Added Sugar 560 g', 'public_title': None, 'sku': 'spar2190'}]",Alpen
gid://shopify/Product/8391401734441,pap-yellow-25-l-frozen,8391401734441,False,breakfast-cereals,"[{'id': 45443890708777, 'price': 385000, 'name': 'Pap - Yellow 2.5 L (Frozen)', 'public_title': None, 'sku': 'CITD651'}]",Generic
gid://shopify/Product/8391400849705,infinity-corn-flakes-50-g,8391400849705,False,breakfast-cereals,"[{'id': 45443889037609, 'price': 6000, 'name': 'Infinity Corn Flakes 50 g', 'public_title': None, 'sku': 'spxty3036'}]",Infinity
gid://shopify/Product/8391398916393,alpen-swiss-style-muesli-the-original-625-g,8391398916393,False,breakfast-cereals,"[{'id': 45443887071529, 'price': 387500, 'name': 'Alpen Swiss Style Muesli The Original 625 g', 'public_title': None, 'sku': 'spcgce643'}]",Alpen
gid://shopify/Product/8391400653097,pap-yellow-with-ginger-25-l-frozen,8391400653097,False,breakfast-cereals,"[{'id': 45443888808233, 'price': 385000, 'name': 'Pap - Yellow with Ginger 2.5 L (Frozen)', 'public_title': None, 'sku': 'CITD654'}]",Generic
gid://shopify/Product/8391398392105,good-morning-white-oats-500-g-x24,8391398392105,False,breakfast-cereals,"[{'id': 45443886547241, 'price': 36500, 'name': 'Good Morning White Oats 500 g x24', 'public_title': None, 'sku': 'makt532'}]",Good Morning
gid://shopify/Product/8391398129961,post-honey-bunches-of-oats-granola-french-vanilla-almond-311-g,8391398129961,False,breakfast-cereals,"[{'id': 45443886252329, 'price': 243000, 'name': 'Post Honey Bunches Of Oats Granola French Vanilla Almond 311 g', 'public_title': None, 'sku': 'spx02532'}]",Post
gid://shopify/Product/8391397474601,weetabix-crispy-minis-fruit-nut-600-g,8391397474601,False,breakfast-cereals,"[{'id': 45443885433129, 'price': 938500, 'name': 'Weetabix Crispy Minis Fruit & Nut 600 g', 'public_title': None, 'sku': 'spxspy705'}]",Weetabix
gid://shopify/Product/8391397081385,cheerios-honey-nut-cereal-680-g,8391397081385,False,breakfast-cereals,"[{'id': 45443884745001, 'price': 247500, 'name': 'Cheerios Honey Nut Cereal 680 g', 'public_title': None, 'sku': 'spmt032'}]",Cheerios
gid://shopify/Product/8391396884777,infinity-corn-flakes-pouch-500-g,8391396884777,False,breakfast-cereals,"[{'id': 45443884548393, 'price': 90500, 'name': 'Infinity Corn Flakes Pouch 500 g', 'public_title': None, 'sku': 'spwiow957'}]",Infinity
gid://shopify/Product/8391396098345,quaker-white-oats-tin-500-g-x16,8391396098345,False,breakfast-cereals,"[{'id': 45443879928105, 'price': 36500, 'name': 'Quaker White Oats Tin 500 g x16', 'public_title': None, 'sku': 'OkeA2873'}]",Quaker
gid://shopify/Product/8391395705129,weetabix-weeta-flakes-375-g,8391395705129,False,breakfast-cereals,"[{'id': 45443879403817, 'price': 165000, 'name': 'Weetabix Weeta Flakes 375 g', 'public_title': None, 'sku': 'Spmt466'}]",weetabix
gid://shopify/Product/8391395410217,quaker-oat-so-simple-original-27-g-x12,8391395410217,False,breakfast-cereals,"[{'id': 45443878977833, 'price': 176500, 'name': 'Quaker Oat So Simple Original 27 g x12', 'public_title': None, 'sku': 'spmt1503'}]",Quaker
gid://shopify/Product/8391395213609,magic-time-magic-crunchy-way-334-g,8391395213609,False,breakfast-cereals,"[{'id': 45443878781225, 'price': 215000, 'name': 'Magic Time Magic Crunchy Way 334 g', 'public_title': None, 'sku': 'spxspy2009'}]",Magic Time
gid://shopify/Product/8391394951465,quaker-white-oats-sachet-500-g-x18,8391394951465,False,breakfast-cereals,"[{'id': 45443878519081, 'price': 36500, 'name': 'Quaker White Oats Sachet 500 g x18', 'public_title': None, 'sku': 'OkeA2871'}]",Quaker
gid://shopify/Product/8391394689321,quaker-white-oats-sachet-400-g-x16,8391394689321,False,breakfast-cereals,"[{'id': 45443878158633, 'price': 36500, 'name': 'Quaker White Oats Sachet 400 g x16', 'public_title': None, 'sku': 'OkeA2869'}]",Quaker
gid://shopify/Product/8391394492713,post-cocoa-pebbles-sweetened-chocolate-cereals-311-g,8391394492713,False,breakfast-cereals,"[{'id': 45443877962025, 'price': 598500, 'name': 'Post Cocoa Pebbles Sweetened Chocolate Cereals 311 g', 'public_title': None, 'sku': 'spar7608'}]",Post
gid://shopify/Product/8391394132265,temmys-pap-guinea-corn-with-ginger-12-kg-frozen,8391394132265,False,breakfast-cereals,"[{'id': 45443877568809, 'price': 110000, 'name': ""Temmy's Pap Guinea Corn With Ginger 1.2 kg (Frozen)"", 'public_title': None, 'sku': 'Spmt1012'}]",Temmy's Pap
gid://shopify/Product/8391393968425,milo-energy-crunchy-cereal-320-g,8391393968425,False,breakfast-cereals,"[{'id': 45443877273897, 'price': 193000, 'name': 'Milo Energy Crunchy Cereal 320 g', 'public_title': None, 'sku': 'spbvot2045'}]",Milo
gid://shopify/Product/8391393378601,kelloggs-crunchy-nut-500-g-x16-uk,8391393378601,False,breakfast-cereals,"[{'id': 45443876585769, 'price': 36500, 'name': ""Kellogg's Crunchy Nut 500 g x16 (UK)"", 'public_title': None, 'sku': 'OkeA2042'}]",Kellogg's
gid://shopify/Product/8391396426025,spar-porridge-oats-500-g,8391396426025,False,breakfast-cereals,"[{'id': 45443880419625, 'price': 213000, 'name': 'Spar Porridge Oats 500 g', 'public_title': None, 'sku': 'spwiow513'}]",Spar
gid://shopify/Product/8391392788777,good-morning-corn-flakes-500-g,8391392788777,False,breakfast-cereals,"[{'id': 45443875963177, 'price': 106000, 'name': 'Good Morning Corn Flakes 500 g', 'public_title': None, 'sku': 'spcgce670'}]",Good Morning
gid://shopify/Product/8391392493865,quaker-oat-so-simple-golden-syrup-36-g-x10,8391392493865,False,breakfast-cereals,"[{'id': 45443875635497, 'price': 147000, 'name': 'Quaker Oat So Simple Golden Syrup 36 g x10', 'public_title': None, 'sku': 'spmt1502'}]",Quaker
gid://shopify/Product/8391392198953,quaker-oat-so-simple-golden-syrup-36-g-x5,8391392198953,False,breakfast-cereals,"[{'id': 45443875143977, 'price': 73500, 'name': 'Quaker Oat So Simple Golden Syrup 36 g x5', 'public_title': None, 'sku': 'spmt1145'}]",Quaker
gid://shopify/Product/8391391838505,grain-granola-raisin-almond-500-g,8391391838505,False,breakfast-cereals,"[{'id': 45443874750761, 'price': 129000, 'name': 'Grain Granola Raisin & Almond 500 g', 'public_title': None, 'sku': 'spmt1079'}]",Grain
gid://shopify/Product/8391391543593,nutravit-3-in1-original-cereal-30-g-x20,8391391543593,False,breakfast-cereals,"[{'id': 45443874324777, 'price': 110500, 'name': 'Nutravit 3 In1 Original Cereal 30 g x20', 'public_title': None, 'sku': 'spxtyabc437'}]",Nutravit
gid://shopify/Product/8391391281449,fun-snax-corn-flakes-350-g,8391391281449,False,breakfast-cereals,"[{'id': 45443874062633, 'price': 54000, 'name': 'Fun Snax Corn Flakes 350 g', 'public_title': None, 'sku': 'SPARNW311'}]",Fun Snax
gid://shopify/Product/8391391019305,quaker-oat-so-simple-original-27-g-x4,8391391019305,False,breakfast-cereals,"[{'id': 45443873538345, 'price': 47500, 'name': 'Quaker Oat So Simple Original 27 g x4', 'public_title': None, 'sku': 'spmt1146'}]",Quaker
gid://shopify/Product/8391390757161,kelloggs-raisin-bran-21-kg-2-bags,8391390757161,False,breakfast-cereals,"[{'id': 45443870064937, 'price': 2856000, 'name': ""Kellogg's Raisin Bran 2.1 kg 2 Bags"", 'public_title': None, 'sku': 'spmt1105'}]",Kellogg's
gid://shopify/Product/8391390495017,nestle-golden-morn-puffs-multi-grain-50-g-x10,8391390495017,False,breakfast-cereals,"[{'id': 45443869737257, 'price': 11500, 'name': 'Nestle Golden Morn Puffs Multi-Grain 50 g x10', 'public_title': None, 'sku': 'SPRSI380'}]",Golden Morn
gid://shopify/Product/8391390232873,kelloggs-fruit-n-fibre-sachet-800-g-ng,8391390232873,False,breakfast-cereals,"[{'id': 45443869212969, 'price': 192500, 'name': ""Kellogg's Fruit N Fibre Sachet 800 g (NG)"", 'public_title': None, 'sku': 'SPARNW309'}]",Kellogg's
gid://shopify/Product/8391390036265,grain-granola-tropical-500-g,8391390036265,False,breakfast-cereals,"[{'id': 45443868819753, 'price': 129000, 'name': 'Grain Granola Tropical 500 g', 'public_title': None, 'sku': 'spmt1078'}]",Grain
gid://shopify/Product/8391389479209,cheerios-multi-grain-cereal-531-g,8391389479209,False,breakfast-cereals,"[{'id': 45443868000553, 'price': 347000, 'name': 'Cheerios Multi-Grain Cereal 531 g', 'public_title': None, 'sku': 'spmt1106'}]",Cheerios
gid://shopify/Product/8391389282601,grand-corn-flakes-350-g,8391389282601,False,breakfast-cereals,"[{'id': 45443867803945, 'price': 84000, 'name': 'Grand Corn Flakes 350 g', 'public_title': None, 'sku': 'spar7341'}]",Grand
gid://shopify/Product/8391388922153,weetabix-oatibix-430-g-x24,8391388922153,False,breakfast-cereals,"[{'id': 45443867246889, 'price': 366000, 'name': 'Weetabix Oatibix 430 g x24', 'public_title': None, 'sku': 'spxty3040'}]",Weetabix
gid://shopify/Product/8391388660009,kelloggs-oats-500-g,8391388660009,False,breakfast-cereals,"[{'id': 45443866984745, 'price': 110500, 'name': ""Kellogg's Oats 500 g"", 'public_title': None, 'sku': 'SPRSI100071'}]",Kellogg's
gid://shopify/Product/8391388332329,chex-sweetened-rice-cereal-with-vanilla-natural-flavours-343-g,8391388332329,False,breakfast-cereals,"[{'id': 45443866657065, 'price': 330000, 'name': 'Chex Sweetened Rice Cereal With Vanilla & Natural Flavours 343 g', 'public_title': None, 'sku': 'spx02414'}]",Chex
gid://shopify/Product/9795900342569,san-pellegrino-limonata-33-cl,9795900342569,False,soft-drinks,"[{'id': 50836525580585, 'price': 218000, 'name': 'San Pellegrino Limonata 33 cl', 'public_title': None, 'sku': 'spxvl3163'}]",San Pellegrino
gid://shopify/Product/9795899556137,cway-fuji-probiotic-drink-yoghurt-flavour-40-cl,9795899556137,False,milk-yoghurt-drinks,"[{'id': 50836524302633, 'price': 44500, 'name': 'CWAY Fuji Probiotic Drink Yoghurt Flavour 40 cl', 'public_title': None, 'sku': 'spxvl3152'}]",CWAY
gid://shopify/Product/9795900965161,master-tea-moringa-hibiscus-tea-bags-40-g-x20,9795900965161,False,tea,"[{'id': 50836526825769, 'price': 356000, 'name': 'Master Tea Moringa & Hibiscus Tea Bags 40 g x20', 'public_title': None, 'sku': 'spxvl3646'}]",Master Tea
gid://shopify/Product/9795899261225,marcels-modern-pantry-almond-sweetened-vanilla-946-ml,9795899261225,False,milk,"[{'id': 50836523843881, 'price': 806500, 'name': ""Marcel's Modern Pantry Almond Sweetened Vanilla 946 ml"", 'public_title': None, 'sku': 'spxvl3147'}]",Marcel's Modern Pantry
gid://shopify/Product/9795900703017,master-tea-ginger-tea-bags-40-g-x20,9795900703017,False,tea,"[{'id': 50836526268713, 'price': 525000, 'name': 'Master Tea Ginger Tea Bags 40 g x20', 'public_title': None, 'sku': 'spxvl3170'}]",Master Tea
gid://shopify/Product/9795898736937,zizou-fruit-drink-cranberry-33-cl,9795898736937,False,soft-drinks,"[{'id': 50836522893609, 'price': 37000, 'name': 'Zizou Fruit Drink Cranberry 33 cl', 'public_title': None, 'sku': 'spxvl3138'}]",Zizou
gid://shopify/Product/9795897262377,nescafe-chocolate-caramel-brownie-mocha-21-4-g-x7,9795897262377,False,coffee,"[{'id': 50836519911721, 'price': 618000, 'name': 'Nescafe Chocolate Caramel Brownie Mocha 21.4 g x7', 'public_title': None, 'sku': 'spxvl3114'}]",Nescafe
gid://shopify/Product/9795898474793,tiger-cranberry-health-drink-can-33-cl,9795898474793,False,energy-drinks,"[{'id': 50836522369321, 'price': 99000, 'name': 'Tiger Cranberry Health Drink Can 33 cl', 'public_title': None, 'sku': 'spxvl3133'}]",Tiger
gid://shopify/Product/9795897196841,nescafe-3-in-1-caramel-16-g-x6,9795897196841,False,coffee,"[{'id': 50836519813417, 'price': 256500, 'name': 'Nescafe 3 In 1 Caramel 16 g x6', 'public_title': None, 'sku': 'spxvl3113'}]",Nescafe
gid://shopify/Product/9795897426217,nescafe-sticky-toffee-pudding-latte-20-g-x7,9795897426217,False,coffee,"[{'id': 50836520272169, 'price': 618000, 'name': 'Nescafe Sticky Toffee Pudding Latte 20 g x7', 'public_title': None, 'sku': 'spxvl3117'}]",Nescafe
gid://shopify/Product/9795897360681,nescafe-latte-instant-coffee-18-g-x8,9795897360681,False,coffee,"[{'id': 50836520108329, 'price': 618000, 'name': 'Nescafe Latte Instant Coffee 18 g x8', 'public_title': None, 'sku': 'spxvl3116'}]",Nescafe
gid://shopify/Product/9795899097385,elmhurst-dairy-free-cashew-creamer-unsweetened-750-ml,9795899097385,False,milk,"[{'id': 50836523581737, 'price': 1287500, 'name': 'Elmhurst Dairy-Free Cashew Creamer Unsweetened 750 ml', 'public_title': None, 'sku': 'spxvl3146'}]",Elmhurst
gid://shopify/Product/9795900408105,san-pellegrino-melograno-arancia-33-cl,9795900408105,False,soft-drinks,"[{'id': 50836525777193, 'price': 218000, 'name': 'San Pellegrino Melograno & Arancia 33 cl', 'public_title': None, 'sku': 'spxvl3164'}]",San Pellegrino
gid://shopify/Product/9795901325609,evian-natural-mineral-water-33-cl,9795901325609,False,water,"[{'id': 50836528365865, 'price': 157500, 'name': 'Evian Natural Mineral Water 33 cl', 'public_title': None, 'sku': 'spxvl3176'}]",Evian
gid://shopify/Product/9795901358377,san-pellegrino-sparkling-natural-mineral-water-50-cl,9795901358377,False,water,"[{'id': 50836528431401, 'price': 212500, 'name': 'San Pellegrino Sparkling Natural Mineral Water 50 cl', 'public_title': None, 'sku': 'spxvl3165'}]",San Pellegrino
gid://shopify/Product/9795900178729,rubicon-sparkling-passion-fruit-juice-can-33-cl,9795900178729,False,soft-drinks,"[{'id': 50836525318441, 'price': 200000, 'name': 'Rubicon Sparkling Passion Fruit Juice Can 33 cl', 'public_title': None, 'sku': 'spxvl3161'}]",Rubicon
gid://shopify/Product/9795897327913,nescafe-gold-toffee-nut-latte-18-6-g-x8,9795897327913,False,coffee,"[{'id': 50836520010025, 'price': 618000, 'name': 'Nescafe Gold Toffee Nut Latte 18.6 g x8', 'public_title': None, 'sku': 'spxvl3115'}]",Nescafe
gid://shopify/Product/8391388037417,lecker-white-oats-500-g,8391388037417,False,breakfast-cereals,"[{'id': 45443866263849, 'price': 183000, 'name': 'Lecker White Oats 500 g', 'public_title': None, 'sku': 'spmt065'}]",Lecker
gid://shopify/Product/8391387742505,kelloggs-coco-pops-white-choc-480-g-uk,8391387742505,False,breakfast-cereals,"[{'id': 45443866001705, 'price': 267500, 'name': ""Kellogg's Coco Pops White Choc 480 g (UK)"", 'public_title': None, 'sku': 'Spmt784'}]",Kellogg
gid://shopify/Product/8391387545897,nestle-fitness-fruits-375-g,8391387545897,False,breakfast-cereals,"[{'id': 45443865706793, 'price': 255000, 'name': 'Nestle Fitness Fruits 375 g', 'public_title': None, 'sku': 'sparxvi000557'}]",Fitness
gid://shopify/Product/8391387382057,kelloggs-rice-krispies-17-g,8391387382057,False,breakfast-cereals,"[{'id': 45443865542953, 'price': 10000, 'name': ""Kellogg's Rice Krispies 17 g"", 'public_title': None, 'sku': 'Sprmt207'}]",Kellogg's
gid://shopify/Product/8391386956073,cuetara-choco-flakes-350-g,8391386956073,False,breakfast-cereals,"[{'id': 45443865116969, 'price': 144000, 'name': 'Cuetara Choco Flakes 350 g', 'public_title': None, 'sku': 'SPRSI71910'}]",Cuetara
gid://shopify/Product/8391386759465,post-honey-bunches-of-oats-cinnamon-510-g,8391386759465,False,breakfast-cereals,"[{'id': 45443864920361, 'price': 351500, 'name': 'Post Honey Bunches Of Oats Cinnamon 510 g', 'public_title': None, 'sku': 'spxspy884'}]",Post
gid://shopify/Product/8391386530089,spar-choco-flakes-500-g,8391386530089,False,breakfast-cereals,"[{'id': 45443864690985, 'price': 260000, 'name': 'Spar Choco Flakes 500 g', 'public_title': None, 'sku': 'spcgce790'}]",Spar
gid://shopify/Product/8391386333481,rich-start-choco-balls-350-g,8391386333481,False,breakfast-cereals,"[{'id': 45443864494377, 'price': 67000, 'name': 'Rich Start Choco Balls 350 g', 'public_title': None, 'sku': 'spxspy2011'}]",Rich Start
gid://shopify/Product/8391386169641,bubez-pap-yellow-corn-with-groundnut-600-g-frozen,8391386169641,False,breakfast-cereals,"[{'id': 45443864330537, 'price': 88500, 'name': 'Bubez Pap Yellow Corn With Groundnut 600 g - Frozen', 'public_title': None, 'sku': 'spxspz569'}]",Bubez
gid://shopify/Product/8391385841961,chex-honey-nut-cereal-354-g,8391385841961,False,breakfast-cereals,"[{'id': 45443863970089, 'price': 258500, 'name': 'Chex Honey Nut Cereal 354 g', 'public_title': None, 'sku': 'spwiow648'}]",Chex
gid://shopify/Product/8391385579817,temmys-pap-yellow-corn-12-kg-frozen,8391385579817,False,breakfast-cereals,"[{'id': 45443863544105, 'price': 90000, 'name': ""Temmy's Pap Yellow Corn 1.2 kg (Frozen)"", 'public_title': None, 'sku': 'Spmt1015'}]",Temmy's Pap
gid://shopify/Product/8391385383209,temmys-pap-white-corn-12-kg-frozen,8391385383209,False,breakfast-cereals,"[{'id': 45443863347497, 'price': 90000, 'name': ""Temmy's Pap White Corn 1.2 kg (Frozen)"", 'public_title': None, 'sku': 'Spmt1013'}]",Temmy's Pap
gid://shopify/Product/8391385153833,shredded-wheat-x16,8391385153833,False,breakfast-cereals,"[{'id': 45443859906857, 'price': 275000, 'name': 'Shredded Wheat x16', 'public_title': None, 'sku': 'Spmt465'}]",Shredded Wheat
gid://shopify/Product/8391384924457,kelloggs-fruit-n-fibre-750-g-uk,8391384924457,False,breakfast-cereals,"[{'id': 45443859644713, 'price': 1026000, 'name': ""Kellogg's Fruit N Fibre 750 g (UK)"", 'public_title': None, 'sku': 'spmex2470'}]",Kellogg's
gid://shopify/Product/8391384793385,post-honey-bunches-of-oats-almonds-510-g,8391384793385,False,breakfast-cereals,"[{'id': 45443859120425, 'price': 297500, 'name': 'Post Honey Bunches Of Oats Almonds 510 g', 'public_title': None, 'sku': 'spx305'}]",Post
gid://shopify/Product/8391384564009,fun-snax-corn-flakes-50-g-x10,8391384564009,False,breakfast-cereals,"[{'id': 45443858923817, 'price': 65000, 'name': 'Fun Snax Corn Flakes 50 g x10', 'public_title': None, 'sku': 'SPARNW312'}]",Fun Snax
gid://shopify/Product/8391384269097,kelloggs-frosted-flakes-156-kg-2-bags,8391384269097,False,breakfast-cereals,"[{'id': 45443858596137, 'price': 478500, 'name': ""Kellogg's Frosted Flakes 1.56 kg (2 Bags)"", 'public_title': None, 'sku': 'spmt038'}]",Kellogg's
gid://shopify/Product/8391384039721,infinity-fruit-crunchies-350-g,8391384039721,False,breakfast-cereals,"[{'id': 45443858366761, 'price': 237000, 'name': 'Infinity Fruit Crunchies 350 g', 'public_title': None, 'sku': 'spcgce689'}]",Infinity
gid://shopify/Product/8391383744809,temmys-pap-white-corn-with-ginger-12-kg-frozen,8391383744809,False,breakfast-cereals,"[{'id': 45443858039081, 'price': 95000, 'name': ""Temmy's Pap White Corn With Ginger 1.2 kg (Frozen)"", 'public_title': None, 'sku': 'Spmt1014'}]",Temmy's Pap
gid://shopify/Product/8391383220521,bubez-pap-with-ginger-600-g-frozen,8391383220521,False,breakfast-cereals,"[{'id': 45443857285417, 'price': 88500, 'name': 'Bubez Pap With Ginger 600 g - Frozen', 'public_title': None, 'sku': 'sparxyz1067'}]",Bubez
gid://shopify/Product/8391382925609,familia-knusper-granola-hazelnut-honey-500-g,8391382925609,False,breakfast-cereals,"[{'id': 45443856236841, 'price': 380000, 'name': 'Familia Knusper Granola Hazelnut & Honey 500 g', 'public_title': None, 'sku': 'spcgce660'}]",Familia
gid://shopify/Product/8391393575209,familia-original-swiss-muesli-fruit-nut-500-g,8391393575209,False,breakfast-cereals,"[{'id': 45443876815145, 'price': 380000, 'name': 'Familia Original Swiss Muesli Fruit & Nut 500 g', 'public_title': None, 'sku': 'spcgce661'}]",Familia
gid://shopify/Product/8391382532393,good-morning-corn-flakes-450-g,8391382532393,False,breakfast-cereals,"[{'id': 45443855253801, 'price': 89000, 'name': 'Good Morning Corn Flakes 450 g', 'public_title': None, 'sku': 'spmt1025'}]",Good Morning
gid://shopify/Product/8391382401321,temmys-pap-yellow-corn-with-ginger-12-kg-frozen,8391382401321,False,breakfast-cereals,"[{'id': 45443854958889, 'price': 95000, 'name': ""Temmy's Pap Yellow Corn With Ginger 1.2 kg (Frozen)"", 'public_title': None, 'sku': 'Spmt1016'}]",Temmy's Pap
